Actual,Predicted,Error
64.0,23.903358,40.09664
66.0,31.965654,34.034348
72.8,40.761364,32.03864
40.67,29.571478,11.09852
66.0,35.477463,30.522537
65.0,28.218767,36.781235
69.5,28.218767,41.281235
98.3,49.499805,48.800198
69.5,3.2639241,66.23608
77.6,38.464268,39.13573
180.0,64.51646,115.48354
60.0,34.591747,25.408253
91.1,49.114582,41.985416
94.0,23.333155,70.66685
69.22,44.109905,25.110096
63.1,5.444776,57.655224
60.0,34.148205,25.851795
90.2,53.15469,37.045307
70.0,49.390133,20.609867
52.0,29.976194,22.023806
52.0,29.865288,22.134712
52.0,30.400671,21.599329
52.0,29.976194,22.023806
52.0,30.400671,21.599329
52.0,29.865288,22.134712
51.0,27.238386,23.761614
52.0,30.400671,21.599329
52.0,30.400671,21.599329
52.0,29.865288,22.134712
52.0,30.400671,21.599329
52.0,35.696033,16.303967
52.0,30.400671,21.599329
52.0,30.400671,21.599329
52.0,29.450754,22.549246
52.0,34.020218,17.979782
1.0,27.195833,-26.195833
87.3,40.272934,47.02707
80.3,37.151775,43.148228
97.0,47.971188,49.028812
78.5,1.1408911,77.35911
67.5,0.48035192,67.019646
80.3,34.067818,46.232185
59.75,-0.1795559,59.929558
60.0,33.984726,26.015274
40.67,28.759344,11.910654
60.0,33.86022,26.139778
60.0,33.43325,26.56675
97.0,48.63373,48.36627
60.0,33.875965,26.124035
40.0,62.361073,-22.361073
50.0,121.12722,-71.12722
92.0,41.4443,50.5557
80.0,39.149128,40.850872
80.0,9.403376,70.59663
60.0,34.019207,25.980793
40.0,27.67594,12.32406
86.0,43.250813,42.749187
40.0,39.861538,0.13846207
45.0,50.885017,-5.8850174
12.0,44.85991,-32.85991
70.0,49.596542,20.403458
12.0,50.140293,-38.140293
45.0,41.344776,3.6552238
0.0,0.2042985,-0.2042985
40.0,23.700022,16.299978
38.0,26.05497,11.94503
64.5,36.410923,28.089077
64.5,36.410923,28.089077
61.0,34.522476,26.477524
80.0,31.85228,48.14772
80.0,33.84135,46.15865
66.0,31.851969,34.148033
65.0,35.640938,29.359062
65.0,117.6543,-52.654297
65.0,35.21524,29.78476
65.0,34.746506,30.253494
65.0,34.10731,30.892689
65.0,36.91231,28.087688
65.0,45.513638,19.486362
65.0,43.365158,21.634842
86.0,38.834515,47.165485
80.0,36.14987,43.85013
69.84,41.61642,28.223576
48.67,36.28805,12.381947
80.3,37.37853,42.921474
85.0,36.360752,48.639248
60.0,25.301565,34.698433
85.0,36.360752,48.639248
65.36,2.9669113,62.39309
65.36,2.9669113,62.39309
65.36,2.9669113,62.39309
91.0,38.247658,52.752342
65.8,28.116556,37.68345
71.0,58.268764,12.7312355
65.8,28.116556,37.68345
71.0,29.221315,41.778687
99.0,38.547997,60.452003
79.0,39.692085,39.307915
71.0,27.1554,43.8446
71.0,28.722168,42.277832
111.0,44.801315,66.198685
71.0,31.428686,39.571312
71.0,28.558962,42.44104
71.0,27.063791,43.93621
77.5,40.941074,36.558926
89.0,31.026312,57.973686
71.0,26.399092,44.600906
71.0,29.862356,41.13764
90.0,36.600925,53.399075
71.0,27.685423,43.314575
71.0,27.685423,43.314575
71.0,28.160315,42.839684
60.0,33.976067,26.023933
89.0,53.616695,35.383305
101.0,50.229588,50.770412
79.0,39.01582,39.98418
91.0,47.1781,43.8219
66.0,31.675547,34.324455
66.0,31.675547,34.324455
80.0,37.11105,42.88895
80.0,38.79021,41.20979
80.3,39.156345,41.143658
57.0,30.146296,26.853704
91.0,48.946503,42.053497
77.5,40.113403,37.386597
79.0,5.1335506,73.86645
80.0,40.460682,39.539318
71.0,38.08093,32.91907
89.0,40.688457,48.311543
81.0,0.48715353,80.51285
81.0,3.62923,77.37077
0.0,3.1829162,-3.1829162
0.0,4.1283274,-4.1283274
83.0,36.409153,46.590847
82.45,34.63424,47.815758
71.0,176.82458,-105.824585
83.0,44.257298,38.742702
80.0,3.6866133,76.313385
48.4,28.730223,19.669779
102.0,60.24957,41.75043
90.33,42.260242,48.06976
91.0,46.24328,44.75672
79.67,0.95568967,78.71431
54.9,7.3449554,47.555046
76.3,37.794975,38.505028
0.0,5.1682625,-5.1682625
0.0,0.52588034,-0.52588034
0.0,5.1682625,-5.1682625
68.5,49.737995,18.762005
81.2,42.361607,38.83839
60.0,40.496235,19.503765
100.0,108.038246,-8.038246
80.0,91.66152,-11.661522
79.5,47.128086,32.371914
108.0,58.60879,49.39121
84.0,33.86292,50.13708
61.5,42.242863,19.257137
85.0,35.83191,49.16809
98.0,37.662235,60.337765
85.0,35.83191,49.16809
77.6,50.997295,26.602703
98.0,52.965702,45.034298
69.5,1.0829983,68.417
85.0,-0.1749568,85.17496
80.0,43.48321,36.51679
79.25,98.752686,-19.502686
98.0,54.178005,43.821995
91.0,43.757114,47.242886
79.4,4.5258718,74.87413
87.0,43.671738,43.328262
1.0,1.8298426,-0.82984257
96.0,44.792263,51.207737
77.25,97.01853,-19.768532
84.0,1.2791858,82.72082
66.6,39.380157,27.219841
67.5,3.3929818,64.10702
88.0,36.127033,51.872967
79.0,1.2225087,77.77749
81.0,39.530735,41.469265
87.0,43.61787,43.38213
88.0,41.814716,46.185284
66.0,27.00714,38.99286
66.0,27.00714,38.99286
90.0,20.843473,69.156525
116.0,55.859028,60.140972
87.0,43.685863,43.314137
80.3,39.366066,40.933937
69.5,27.327324,42.172676
60.0,34.017117,25.982883
60.0,33.418926,26.581074
60.0,33.469868,26.530132
89.0,44.520447,44.479553
78.4,8.440412,69.95959
106.0,45.505894,60.494106
64.0,35.715405,28.284595
41.0,38.68262,2.317379
70.3,32.824062,37.47594
79.0,35.67124,43.32876
79.0,44.762463,34.237537
64.0,43.97926,20.02074
64.0,35.715405,28.284595
59.0,30.859339,28.140661
59.0,30.859339,28.140661
71.0,33.25789,37.74211
60.0,29.596199,30.403801
64.0,39.400055,24.599945
59.0,30.859339,28.140661
100.0,44.889748,55.110252
0.0,2.0926788,-2.0926788
93.0,45.009304,47.990696
64.0,35.715405,28.284595
90.0,0.09243107,89.90757
59.0,35.681095,23.318905
79.0,44.09444,34.90556
78.52,102.834015,-24.314018
78.52,102.52034,-24.000343
64.0,41.44594,22.554062
100.0,60.32475,39.67525
66.0,34.82911,31.17089
64.0,45.64368,18.35632
64.0,41.44594,22.554062
64.0,36.733765,27.266235
95.0,52.890965,42.109035
59.0,26.764444,32.235558
95.0,55.996315,39.003685
95.0,55.99632,39.00368
64.0,51.55531,12.444691
64.0,41.44594,22.554062
95.0,65.28864,29.711357
59.0,28.741835,30.258165
93.0,41.870644,51.129356
95.0,53.287632,41.712368
59.0,37.082333,21.917667
64.0,44.395718,19.604282
66.4,34.72518,31.67482
80.0,33.77771,46.22229
80.0,33.77771,46.22229
81.0,31.255188,49.744812
91.0,45.244938,45.755062
66.7,13.550833,53.149162
98.1,15.536552,82.563446
66.0,33.77069,32.22931
95.0,48.426876,46.573124
63.4,51.36806,12.03194
60.0,36.202217,23.797783
60.0,33.780945,26.219055
64.0,41.44594,22.554062
68.99,42.24412,26.745876
81.73,56.014805,25.715199
1.0,26.764444,-25.764444
59.0,27.128927,31.871073
64.0,41.44594,22.554062
64.0,41.44594,22.554062
64.0,41.44594,22.554062
79.0,35.012447,43.987553
120.0,54.01663,65.98337
81.0,0.4138236,80.586174
124.75,50.695995,74.054
86.0,36.320557,49.679443
90.0,2.3350356,87.66496
80.0,31.047617,48.952385
95.0,56.382046,38.617954
64.0,40.813168,23.186832
63.6,48.134747,15.465252
63.6,48.134747,15.465252
80.0,37.288677,42.711323
79.0,31.985147,47.014854
102.0,42.45231,59.54769
0.0,-1.0916958,1.0916958
80.0,28.163477,51.836525
80.0,33.318047,46.681953
80.0,30.785898,49.214104
79.0,24.797523,54.202477
100.0,52.918674,47.081326
68.4,38.380375,30.019627
102.0,51.419395,50.580605
58.0,38.493282,19.506718
91.0,31.675074,59.32493
102.0,52.15302,49.84698
93.0,45.10295,47.89705
80.0,36.170307,43.829693
80.0,31.703707,48.296295
80.0,31.703707,48.296295
80.0,31.703707,48.296295
80.0,31.061914,48.938087
80.0,31.703707,48.296295
80.0,31.703707,48.296295
0.0,1.5738659,-1.5738659
0.0,1.5738659,-1.5738659
0.0,-1.3673778,1.3673778
0.0,-0.8283596,0.8283596
0.0,-1.3673792,1.3673792
0.0,2.666263,-2.666263
64.0,42.001907,21.998093
81.0,31.061914,49.938087
60.0,33.63137,26.36863
81.0,32.10436,48.89564
81.0,32.10436,48.89564
81.0,32.10436,48.89564
81.0,32.10436,48.89564
81.0,28.696754,52.303246
92.0,45.03223,46.96777
63.8,27.959064,35.840935
81.0,32.10436,48.89564
89.0,41.169163,47.830837
80.0,37.423763,42.576237
85.5,32.10436,53.39564
81.0,30.068405,50.931595
79.0,45.42355,33.57645
120.5,95.968544,24.531456
119.0,95.968544,23.031456
81.0,30.068405,50.931595
102.0,54.90568,47.09432
117.0,55.608307,61.391693
62.83,3.080583,59.74942
91.0,36.45544,54.54456
79.0,-0.018286228,79.01829
71.7,33.75835,37.941647
65.7,11.896128,53.80387
71.7,33.75835,37.941647
65.7,11.896128,53.80387
71.2,33.758354,37.441643
65.7,11.896122,53.803875
71.7,33.75835,37.941647
65.7,11.896128,53.80387
71.7,33.75835,37.941647
65.7,11.896128,53.80387
71.7,35.43821,36.261787
81.0,31.061914,49.938087
66.0,34.70373,31.296268
55.0,7.5606904,47.43931
84.0,37.791492,46.208508
80.0,37.69855,42.30145
80.0,28.977537,51.02246
81.0,27.465984,53.534016
89.0,47.0668,41.9332
85.0,38.171947,46.828053
95.0,50.25914,44.74086
80.0,106.060905,-26.060905
81.0,28.977537,52.02246
173.0,77.75454,95.24546
127.0,55.2447,71.755295
87.0,37.597065,49.402935
90.0,28.977537,61.02246
79.0,0.1279993,78.872
89.0,42.73057,46.26943
62.0,26.791197,35.2088
60.0,34.342457,25.657543
69.5,7.250778,62.24922
66.0,29.872133,36.12787
65.0,56.71066,8.289341
80.3,42.4884,37.811604
42.0,2.412716,39.587284
73.9,29.479977,44.420025
45.5,41.236797,4.2632027
77.6,40.860542,36.739456
75.6,15.167725,60.432274
78.25,108.799934,-30.549934
81.0,11.303944,69.69606
95.0,40.614,54.386
79.0,4.8248367,74.17516
87.0,42.34257,44.65743
87.0,42.34257,44.65743
80.0,38.1157,41.8843
101.0,44.68295,56.31705
79.0,36.863148,42.136852
75.6,64.09603,11.503967
57.0,33.163082,23.836918
75.6,15.624313,59.975685
35.0,53.6856,-18.6856
0.0,2.0651538,-2.0651538
81.95,48.197575,33.752422
87.0,66.57638,20.423622
80.0,0.4085579,79.591446
75.7,64.09603,11.603966
80.0,38.682537,41.317463
46.0,35.174683,10.825317
86.78,58.624653,28.155346
77.75,100.57471,-22.824707
228.0,76.75544,151.24457
80.0,38.682537,41.317463
80.0,38.682537,41.317463
162.0,87.897545,74.102455
66.37,96.66569,-30.295685
62.37,84.1717,-21.8017
130.0,133.51033,-3.5103302
77.0,5.868038,71.13196
101.0,42.022358,58.977642
88.12,68.3199,19.800102
80.0,8.231243,71.76875
130.0,52.99925,77.00075
108.0,48.066837,59.933163
85.0,46.868755,38.131245
87.0,46.868755,40.131245
89.3,43.39243,45.907574
89.3,59.909462,29.390541
89.0,42.510998,46.489002
99.0,51.00661,47.99339
110.5,46.504887,63.995113
66.0,35.886745,30.113255
86.0,35.472195,50.527805
90.0,40.91581,49.08419
90.33,44.69816,45.631844
82.0,51.158028,30.841972
81.0,29.098902,51.9011
66.0,31.676455,34.323547
80.0,30.98147,49.01853
66.22,42.604977,23.615025
104.0,72.558655,31.441345
106.0,59.275486,46.724514
66.0,30.62694,35.373062
72.0,32.210266,39.789734
171.26,78.762215,92.49778
60.0,35.742516,24.257484
81.0,14.767857,66.23215
64.64,35.006348,29.633652
67.4,38.660137,28.739864
73.2,43.172024,30.027973
89.0,43.372585,45.627415
85.0,44.584183,40.415817
81.0,28.164059,52.83594
66.0,33.909733,32.090267
79.0,36.670033,42.329967
86.0,37.817574,48.182426
60.0,35.329613,24.670387
79.0,16.664938,62.33506
79.0,41.837048,37.162952
89.0,35.9831,53.0169
89.0,35.9831,53.0169
52.0,36.57105,15.428951
80.0,38.23505,41.76495
76.0,38.904526,37.095474
65.0,32.40343,32.59657
0.0,38.81866,-38.81866
90.0,14.385147,75.61485
64.0,33.373623,30.626377
102.0,42.983948,59.016052
86.0,44.71333,41.28667
68.22,37.09518,31.12482
66.0,34.097023,31.902977
66.0,39.021732,26.978268
65.0,35.098503,29.901497
67.0,46.20328,20.796719
67.0,48.926426,18.073574
67.0,33.207966,33.792034
65.0,37.28262,27.71738
130.0,65.53265,64.46735
0.0,0.31371737,-0.31371737
79.0,44.144764,34.855236
92.0,48.343052,43.656948
77.0,-0.90296507,77.90296
43.0,28.503815,14.496185
79.0,39.879383,39.120617
80.0,48.87858,31.121422
80.0,50.005207,29.994793
130.0,56.7232,73.276794
64.0,29.428082,34.57192
91.0,47.129738,43.870262
67.0,23.74186,43.25814
86.0,61.31424,24.68576
86.0,43.44731,42.55269
111.0,71.555466,39.444534
86.0,44.288994,41.711006
93.0,52.235325,40.764675
62.8,28.929417,33.870583
66.0,28.676895,37.323105
66.0,29.106035,36.893967
133.0,76.248726,56.751274
92.0,39.016346,52.983654
93.0,41.32485,51.67515
66.0,26.655725,39.344276
22.5,108.99328,-86.49328
22.5,104.46548,-81.96548
0.0,9.461615,-9.461615
77.0,42.633423,34.366577
80.0,40.55258,39.44742
71.0,34.038486,36.961514
77.0,44.881294,32.118706
72.07,47.164646,24.905354
90.0,14.90634,75.09366
81.5,41.605114,39.894886
80.0,41.205467,38.794533
77.0,41.60512,35.39488
133.0,73.68867,59.311333
81.5,44.881294,36.618706
82.8,56.57456,26.225445
72.0,38.81921,33.18079
77.0,44.881294,32.118706
77.0,44.881294,32.118706
59.75,4.809636,54.940365
81.0,2.7392826,78.26072
93.0,47.747833,45.252167
50.33,32.737125,17.592876
84.03,61.912777,22.117222
71.0,35.809868,35.190132
0.0,7.5038443,-7.5038443
81.0,39.283268,41.716732
85.98,140.57632,-54.59632
129.0,62.386154,66.613846
79.0,15.771557,63.228443
86.0,63.673702,22.326298
86.0,49.23156,36.76844
86.0,41.15221,44.84779
86.0,49.504494,36.495506
101.0,62.141987,38.858013
79.0,45.5647,33.4353
60.0,28.070879,31.929121
66.0,31.81693,34.183067
93.0,56.875454,36.124546
130.0,94.6178,35.382202
111.0,63.820274,47.179726
97.0,44.669033,52.330967
82.8,58.51736,24.282642
93.0,46.76767,46.23233
89.0,44.205044,44.794956
98.33,48.07541,50.254593
102.0,64.974266,37.025734
139.0,0.67751956,138.32248
130.0,67.33502,62.664978
81.0,7.2388783,73.76112
96.0,47.616657,48.383343
86.0,42.539463,43.460537
112.0,69.40464,42.59536
81.0,1.28057,79.71943
86.0,39.270855,46.729145
81.0,1.5219886,79.47801
86.0,53.94201,32.05799
159.5,90.74912,68.75088
126.0,63.29997,62.70003
81.0,36.667927,44.332073
81.0,4.5634303,76.43657
0.0,50.92201,-50.92201
77.0,8.660233,68.33977
120.0,59.980476,60.019524
93.0,52.16862,40.83138
69.5,-0.03191185,69.53191
93.0,40.821938,52.178062
111.0,48.99358,62.00642
86.0,38.534443,47.465557
92.0,46.763462,45.236538
65.2,49.52619,15.673805
81.0,7.2388783,73.76112
74.8,54.009525,20.790478
71.6,50.99024,20.60976
62.0,31.059782,30.940218
108.0,64.795784,43.204216
0.0,0.5419185,-0.5419185
102.0,67.773674,34.226326
91.0,46.01063,44.98937
130.0,71.519554,58.480446
86.0,43.279583,42.720417
100.0,66.36565,33.634354
79.0,18.1739,60.8261
79.0,6.5273724,72.472626
86.0,44.69813,41.30187
60.0,24.99734,35.002663
66.0,29.642487,36.357513
60.0,25.015314,34.984688
60.0,25.516481,34.48352
127.0,75.2729,51.727097
71.0,37.599697,33.400303
57.98,4.636044,53.343956
77.0,40.57224,36.42776
77.0,40.57224,36.42776
120.0,52.301785,67.69821
65.58,30.927797,34.652206
97.0,43.245434,53.754566
102.0,44.718826,57.281174
74.8,50.150627,24.649376
86.0,51.858448,34.141552
64.22,56.34838,7.87162
86.0,41.893345,44.106655
86.0,46.657833,39.342167
72.0,33.730576,38.269424
65.75,38.743206,27.006794
131.0,79.83332,51.16668
0.0,1.9908676,-1.9908676
0.0,47.24985,-47.24985
130.0,68.34461,61.655388
129.0,43.41735,85.58265
129.0,48.283237,80.71677
129.0,43.41735,85.58265
66.31,44.051487,22.25851
90.0,-0.40829706,90.408295
109.0,56.25321,52.74679
40.67,29.976742,10.693256
130.0,69.60698,60.39302
80.0,43.332134,36.667866
111.0,66.56312,44.436882
102.0,54.876293,47.123707
61.0,42.041714,18.958286
130.0,69.09778,60.90222
84.3,42.667095,41.632908
130.0,58.84866,71.15134
225.0,102.81757,122.18243
81.0,3.6094718,77.390526
145.5,108.862434,36.637566
132.5,66.77289,65.72711
87.0,31.047659,55.95234
87.0,31.047659,55.95234
198.0,102.42459,95.57541
81.8,58.23424,23.565762
85.0,33.418026,51.581974
77.39,117.13255,-39.742554
73.39,109.73708,-36.347084
84.65,39.480377,45.169624
62.91,33.688873,29.221127
136.5,72.53205,63.96795
136.25,72.53205,63.71795
81.1,37.49718,43.602818
81.07,50.198887,30.871113
0.0,68.64465,-68.64465
66.0,35.68618,30.31382
93.0,48.779873,44.220127
77.0,45.06573,31.934269
66.0,35.68618,30.31382
130.0,73.6066,56.393402
72.07,47.665344,24.404655
65.0,26.463802,38.536198
133.0,63.77698,69.22302
68.5,29.925837,38.574165
68.5,30.541334,37.958664
51.5,43.324665,8.175335
93.0,42.61186,50.38814
93.0,41.632015,51.367985
93.0,38.612087,54.387913
93.0,50.524715,42.475285
93.0,51.67103,41.32897
75.0,6.747069,68.25293
98.94,48.042217,50.897785
51.09,30.461872,20.628128
80.0,34.01931,45.98069
82.8,56.274513,26.52549
82.13,56.274513,25.855484
84.0,32.984985,51.015015
74.0,28.694016,45.305984
102.0,51.705643,50.294357
83.8,43.907185,39.89282
62.0,36.85362,25.146381
55.72,6.1241875,49.595814
62.0,29.986025,32.013977
62.0,31.732231,30.267769
62.0,29.986023,32.013977
62.0,31.732231,30.267769
62.0,29.986025,32.013977
62.0,29.986025,32.013977
62.0,29.986025,32.013977
127.0,84.74316,42.256844
88.0,43.91092,44.08908
110.0,84.128044,25.871956
90.0,32.96047,57.03953
62.0,29.986025,32.013977
62.0,29.986025,32.013977
62.0,29.986025,32.013977
62.0,31.732231,30.267769
1.0,35.79523,-34.79523
82.8,59.02485,23.775154
1.0,35.79523,-34.79523
62.0,29.986025,32.013977
62.0,29.986025,32.013977
62.0,29.986025,32.013977
62.0,29.986025,32.013977
91.0,136.6835,-45.683502
51.0,29.617044,21.382956
1.0,29.617044,-28.617044
62.0,31.732231,30.267769
62.0,29.986025,32.013977
62.0,29.986025,32.013977
62.0,29.986025,32.013977
62.0,48.946842,13.053158
62.0,29.986025,32.013977
62.0,29.986025,32.013977
62.0,29.986025,32.013977
62.0,29.986023,32.013977
62.0,31.732231,30.267769
90.0,36.82167,53.17833
90.0,57.021935,32.978065
62.0,31.732231,30.267769
62.0,29.986025,32.013977
62.0,29.986025,32.013977
62.0,29.986025,32.013977
62.0,29.986025,32.013977
62.0,29.986025,32.013977
51.0,35.79523,15.204769
51.0,35.79523,15.204769
0.0,-2.1994157,2.1994157
86.0,36.746384,49.253616
74.8,43.907185,30.892818
80.0,40.59587,39.40413
86.0,45.529827,40.470173
109.0,54.433617,54.566383
82.8,56.274513,26.52549
98.94,48.042217,50.897785
2.0,47.36782,-45.36782
166.0,72.11017,93.88983
64.64,41.103172,23.536827
65.2,8.585604,56.614395
48.67,40.204533,8.465466
64.64,41.23492,23.405079
58.0,6.947712,51.052288
85.0,41.527798,43.472202
63.22,55.562565,7.6574364
67.22,50.989017,16.230984
79.0,17.342382,61.657616
79.0,46.661457,32.338543
69.5,46.972153,22.527847
79.0,51.979595,27.020405
117.0,58.39871,58.60129
65.0,102.81895,-37.818947
65.0,102.34495,-37.344948
65.0,102.34495,-37.344948
65.0,102.34495,-37.344948
76.22,45.29197,30.928032
86.0,45.941956,40.058044
90.2,42.251057,47.94894
106.0,55.442684,50.557316
80.0,22.205687,57.79431
91.0,52.137897,38.862103
72.07,48.328865,23.741135
71.7,62.103424,9.596573
71.0,44.10689,26.893108
117.9,39.722015,78.177986
79.0,36.117645,42.882355
86.0,45.27107,40.72893
70.0,32.377388,37.622612
106.0,77.44418,28.555817
79.0,133.06268,-54.062683
80.0,40.12336,39.87664
66.0,29.259947,36.74005
81.0,1.7070463,79.29295
85.0,46.466976,38.533024
58.88,13.546059,45.333942
157.0,71.262314,85.737686
80.0,41.88332,38.11668
97.1,82.01931,15.080688
66.22,46.399895,19.820107
67.22,46.946167,20.273834
66.22,46.399883,19.820118
91.0,37.30811,53.69189
65.0,28.579317,36.420685
43.43,30.394361,13.035639
43.43,30.394361,13.035639
104.0,57.630657,46.369343
43.43,30.394361,13.035639
97.1,50.07507,47.02493
79.75,43.753986,35.996014
69.1,8.995089,60.10491
69.5,38.704468,30.795532
130.0,74.91482,55.085182
100.0,44.958794,55.041206
89.0,50.65405,38.34595
66.0,41.76559,24.23441
80.0,2.404473,77.59553
72.0,42.826298,29.173702
133.6,75.63877,57.961235
84.57,49.70645,34.86355
55.08,45.2232,9.8568
60.0,28.493921,31.506079
91.0,47.77822,43.22178
2.0,0.7118914,1.2881086
59.0,30.118011,28.881989
60.0,33.30789,26.692108
102.0,42.334698,59.665302
86.0,51.809834,34.190166
130.0,63.71624,66.28376
91.33,54.423508,36.906494
110.0,56.15619,53.84381
110.0,56.15619,53.84381
79.0,5.3965077,73.60349
109.0,45.552425,63.447575
152.3,74.35323,77.94677
127.0,86.70522,40.294777
82.0,30.352713,51.647285
81.54,47.449238,34.090763
79.0,2.2347894,76.76521
58.0,29.681503,28.318497
89.0,52.04154,36.95846
0.0,35.025284,-35.025284
79.0,2.2433107,76.75669
152.3,63.589535,88.710464
80.0,2.231948,77.76805
93.0,44.646664,48.353336
79.0,27.285519,51.71448
79.0,27.285519,51.71448
46.67,40.351242,6.318756
85.0,42.62003,42.37997
109.0,56.45358,52.54642
81.0,7.420877,73.579124
117.75,62.945896,54.804104
86.45,41.69705,44.75295
105.0,65.71645,39.283546
123.33,51.943718,71.386284
79.0,27.285519,51.71448
79.0,27.285519,51.71448
93.0,44.719936,48.280064
111.0,51.154007,59.845993
171.0,66.04159,104.95841
79.0,4.6839337,74.31606
88.0,11.53517,76.46483
81.0,2.8462844,78.15372
79.0,19.480371,59.51963
79.0,19.480368,59.51963
79.0,7.8338175,71.16618
64.0,29.273117,34.726883
64.22,59.484318,4.7356834
78.5,53.734688,24.765312
116.0,55.801136,60.198864
87.0,30.836796,56.163204
41.0,24.957111,16.042889
93.0,45.755108,47.244892
79.0,42.95532,36.04468
76.5,64.70218,11.797821
125.0,74.88572,50.11428
127.0,54.641262,72.358734
78.3,45.39464,32.90536
142.0,99.646095,42.353905
90.0,5.1085715,84.891426
81.0,5.1085715,75.891426
95.0,69.76186,25.238136
60.0,27.404955,32.595047
102.0,49.04494,52.95506
91.0,59.28178,31.71822
91.0,58.31043,32.68957
80.3,38.78982,41.51018
127.0,71.742516,55.257484
89.3,56.411053,32.88895
81.0,5.3035984,75.6964
79.0,4.98742,74.01258
76.5,67.685875,8.814125
79.0,2.377035,76.62296
85.5,66.47525,19.02475
72.8,28.496254,44.30375
79.0,4.911893,74.088104
70.07,46.027634,24.042366
69.5,41.22256,28.27744
78.5,49.170315,29.329685
72.0,12.732639,59.26736
79.0,2.8110726,76.18893
102.0,46.90227,55.09773
106.0,68.26073,37.739273
79.0,2.1591556,76.84084
102.0,51.47768,50.52232
60.83,2.188961,58.64104
79.0,2.36573,76.63427
91.0,49.526043,41.473957
127.0,76.36291,50.637093
91.0,59.38274,31.61726
115.0,69.635445,45.364555
81.0,2.4509776,78.54902
69.84,31.987478,37.852516
79.0,2.139286,76.86072
128.0,69.54328,58.45672
106.0,61.345997,44.654003
93.0,48.7036,44.2964
79.0,10.279015,68.720985
79.0,11.53517,67.46483
60.83,2.193929,58.636074
65.52,38.891235,26.628761
62.58,8.011574,54.568428
62.0,36.97611,25.023891
139.0,70.057945,68.942055
100.5,68.04231,32.457687
95.0,67.01385,27.986153
95.0,52.893402,42.106598
95.0,55.66615,39.33385
104.0,68.5872,35.412804
95.0,69.428986,25.571014
0.0,72.60944,-72.60944
85.0,30.30831,54.69169
85.03,108.63097,-23.600967
85.03,108.12225,-23.092255
63.2,1.9811099,61.21889
79.0,1.9811099,77.01889
102.0,40.18967,61.81033
87.0,28.09363,58.906372
58.4,8.583521,49.816483
81.0,14.411484,66.58852
165.0,71.67496,93.32504
0.0,54.257366,-54.257366
83.55,67.69063,15.859375
111.8,57.357567,54.442436
67.5,45.4826,22.017399
97.0,57.691612,39.308388
40.67,43.49911,-2.829113
109.0,4.7854395,104.21456
48.67,40.839558,7.8304405
51.09,11.409063,39.68094
91.0,56.023964,34.976036
127.0,64.62009,62.379913
91.0,45.094753,45.905247
64.0,27.372993,36.627007
82.0,47.92667,34.07333
83.8,36.02235,47.777653
74.8,52.6348,22.165203
61.75,59.347805,2.402195
73.6,44.324963,29.275036
78.3,51.595272,26.704731
95.0,39.10776,55.89224
63.88,47.284412,16.595589
78.5,12.425873,66.07413
144.0,76.86718,67.13282
92.0,49.07134,42.92866
91.0,36.075317,54.924683
67.5,-0.27662945,67.77663
63.21,133.06726,-69.85726
40.67,23.72981,16.940187
139.0,83.17412,55.825882
91.0,52.478603,38.521397
60.83,16.06958,44.76042
58.88,22.907621,35.97238
99.63,55.403923,44.226074
109.0,59.56638,49.43362
0.0,3.2097213,-3.2097213
80.0,30.793764,49.206238
85.0,27.408464,57.591537
187.0,97.95624,89.04376
91.0,53.012394,37.987606
65.0,32.41193,32.58807
38.67,28.520248,10.14975
55.32,10.727209,44.59279
79.0,9.165396,69.8346
81.0,15.140244,65.85976
78.5,2.9116216,75.58838
62.91,35.217743,27.692257
79.0,17.389492,61.610508
80.67,16.39414,64.275856
85.0,26.813446,58.186554
81.0,8.675034,72.32497
93.0,40.30373,52.69627
66.57,40.19011,26.37989
127.0,65.5009,61.4991
79.0,1.8603873,77.13961
104.0,63.771435,40.228565
127.0,71.91675,55.083252
102.0,38.34975,63.65025
109.0,51.037346,57.962654
96.33,62.791904,33.538097
60.0,22.56712,37.43288
111.0,49.756435,61.243565
82.33,12.859222,69.47078
127.0,68.647804,58.352196
73.0,12.216575,60.783424
80.0,34.870834,45.129166
95.0,68.96854,26.031464
79.0,32.41663,46.58337
91.0,53.44418,37.55582
87.0,26.893341,60.10666
85.0,45.592953,39.407047
79.0,43.997425,35.002575
85.0,58.595776,26.404224
85.0,41.575695,43.424305
85.0,45.54686,39.45314
85.0,41.185776,43.814224
79.0,29.790354,49.20965
127.0,133.97012,-6.9701233
62.1,28.903845,33.19615
85.0,25.829569,59.170433
87.0,32.789223,54.210777
85.0,47.298786,37.701214
79.0,9.50876,69.49124
78.3,36.8688,41.431202
82.0,30.769457,51.230545
173.0,74.60668,98.39332
0.0,1.9536586,-1.9536586
0.0,-1.9645014,1.9645014
85.0,46.398716,38.601284
61.88,43.04724,18.83276
87.0,32.789223,54.210777
69.53,133.79863,-64.26863
69.52,134.4421,-64.9221
117.79,62.27449,55.51551
45.0,37.846897,7.153103
91.0,53.950848,37.049152
91.0,48.103508,42.896492
136.0,64.416954,71.583046
79.0,29.790354,49.20965
72.8,32.84881,39.951195
81.0,13.0172825,67.98272
79.5,101.321075,-21.821075
43.43,32.743385,10.686615
79.5,114.35742,-34.85742
87.0,28.021763,58.978237
87.0,32.108562,54.891438
79.0,2.2896528,76.71035
72.07,46.346622,25.723377
